designID,R0_um,w_um,Rref_um,LambdaRef_um,rMin_um,rMax_um,dr_um,thetaMin_deg,thetaMax_deg,scanSizeX_um,scanSizeY_um,notes
UF_2p5,30,1,30,2.5,28,35,0.1,NaN,NaN,NaN,NaN,default values; edit if needed
